source_id,source_implementation,model,revision,pool_manifest_sha256,method,reporting_role,qid,ordinal,category_id,category_name,citation_count,literal_extraction_decision,metric_decision,audit_flags,literal_citation_slice_included,included,exclusion_reason,k_chunks,found_citation_count,cited_article_hit,citation_recall,all_citations,citation_ndcg
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,fns-5e14e1b0105b4fc9f759789dd43b00ff4471d4870d31642101a0f21b70eba490,6,911,Налог на профессиональный доход,0,no_explicit_citation,no_explicit_citation,,false,false,no_explicit_citation,50,,,,,
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,fns-669dd7738fe00de47281d1e2eb889920a1506e5e4a33c2b02053b9fccf57d749,7,246,Урегулирование задолженности,1,accepted_literal_citation_extraction,eligible_preliminary_filtered_citation_coverage,partial_scope,true,true,,10,0,false,0.000000000000,false,0.000000000000
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,fns-669dd7738fe00de47281d1e2eb889920a1506e5e4a33c2b02053b9fccf57d749,7,246,Урегулирование задолженности,1,accepted_literal_citation_extraction,eligible_preliminary_filtered_citation_coverage,partial_scope,true,true,,20,0,false,0.000000000000,false,0.000000000000
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,fns-669dd7738fe00de47281d1e2eb889920a1506e5e4a33c2b02053b9fccf57d749,7,246,Урегулирование задолженности,1,accepted_literal_citation_extraction,eligible_preliminary_filtered_citation_coverage,partial_scope,true,true,,50,0,false,0.000000000000,false,0.000000000000
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,fns-87dfebff1d14696f4da6e901b4633b7b0e7ba7c16ca7f5f2004e9ed8dd665408,8,1028,Единый налоговый счет,1,accepted_literal_citation_extraction,eligible_preliminary_filtered_citation_coverage,,true,true,,10,1,true,1.000000000000,true,1.000000000000
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,fns-87dfebff1d14696f4da6e901b4633b7b0e7ba7c16ca7f5f2004e9ed8dd665408,8,1028,Единый налоговый счет,1,accepted_literal_citation_extraction,eligible_preliminary_filtered_citation_coverage,,true,true,,20,1,true,1.000000000000,true,1.000000000000
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,fns-87dfebff1d14696f4da6e901b4633b7b0e7ba7c16ca7f5f2004e9ed8dd665408,8,1028,Единый налоговый счет,1,accepted_literal_citation_extraction,eligible_preliminary_filtered_citation_coverage,,true,true,,50,1,true,1.000000000000,true,1.000000000000
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,fns-d31ad948c46259612bd43a83c1a3a09879b02166bd02cbb2b00952ab0e24320a,9,746,Патентная система,5,accepted_literal_citation_extraction,eligible_preliminary_filtered_citation_coverage,,true,true,,10,1,true,0.200000000000,false,0.339160205274
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,fns-d31ad948c46259612bd43a83c1a3a09879b02166bd02cbb2b00952ab0e24320a,9,746,Патентная система,5,accepted_literal_citation_extraction,eligible_preliminary_filtered_citation_coverage,,true,true,,20,1,true,0.200000000000,false,0.339160205274
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,fns-d31ad948c46259612bd43a83c1a3a09879b02166bd02cbb2b00952ab0e24320a,9,746,Патентная система,5,accepted_literal_citation_extraction,eligible_preliminary_filtered_citation_coverage,,true,true,,50,1,true,0.200000000000,false,0.339160205274
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,fns-a0462b1dbda977fe69745a44e8ea201b205246728882ec1a6061515f0142ae85,10,882,Страховые взносы,1,accepted_literal_citation_extraction,eligible_preliminary_filtered_citation_coverage,,true,true,,10,1,true,1.000000000000,true,0.500000000000
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,fns-a0462b1dbda977fe69745a44e8ea201b205246728882ec1a6061515f0142ae85,10,882,Страховые взносы,1,accepted_literal_citation_extraction,eligible_preliminary_filtered_citation_coverage,,true,true,,20,1,true,1.000000000000,true,0.500000000000
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,fns-a0462b1dbda977fe69745a44e8ea201b205246728882ec1a6061515f0142ae85,10,882,Страховые взносы,1,accepted_literal_citation_extraction,eligible_preliminary_filtered_citation_coverage,,true,true,,50,1,true,1.000000000000,true,0.500000000000
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,fns-413fb9d42d2210bb87f0e5f9dd42b066e9ead25186421efa560b4d886d98d893,11,268,Акцизы,1,accepted_literal_citation_extraction,eligible_preliminary_filtered_citation_coverage,,true,true,,10,1,true,1.000000000000,true,1.000000000000
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,fns-413fb9d42d2210bb87f0e5f9dd42b066e9ead25186421efa560b4d886d98d893,11,268,Акцизы,1,accepted_literal_citation_extraction,eligible_preliminary_filtered_citation_coverage,,true,true,,20,1,true,1.000000000000,true,1.000000000000
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,fns-413fb9d42d2210bb87f0e5f9dd42b066e9ead25186421efa560b4d886d98d893,11,268,Акцизы,1,accepted_literal_citation_extraction,eligible_preliminary_filtered_citation_coverage,,true,true,,50,1,true,1.000000000000,true,1.000000000000
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,fns-8a216b5cedb5c5a1accb7add2e3425d98db4ba66d31a9e036a3b8c26d417c328,12,270,ЕСХН,1,accepted_literal_citation_extraction,eligible_preliminary_filtered_citation_coverage,,true,true,,10,1,true,1.000000000000,true,1.000000000000
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,fns-8a216b5cedb5c5a1accb7add2e3425d98db4ba66d31a9e036a3b8c26d417c328,12,270,ЕСХН,1,accepted_literal_citation_extraction,eligible_preliminary_filtered_citation_coverage,,true,true,,20,1,true,1.000000000000,true,1.000000000000
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,fns-8a216b5cedb5c5a1accb7add2e3425d98db4ba66d31a9e036a3b8c26d417c328,12,270,ЕСХН,1,accepted_literal_citation_extraction,eligible_preliminary_filtered_citation_coverage,,true,true,,50,1,true,1.000000000000,true,1.000000000000
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,fns-b49e3b84fc2159fd448e385475fd22d2adebe0c4609a19efb0f43a79c8de2744,13,264,Налог на прибыль,1,accepted_literal_citation_extraction,eligible_preliminary_filtered_citation_coverage,,true,true,,10,1,true,1.000000000000,true,0.430676558073
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,fns-b49e3b84fc2159fd448e385475fd22d2adebe0c4609a19efb0f43a79c8de2744,13,264,Налог на прибыль,1,accepted_literal_citation_extraction,eligible_preliminary_filtered_citation_coverage,,true,true,,20,1,true,1.000000000000,true,0.430676558073
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,fns-b49e3b84fc2159fd448e385475fd22d2adebe0c4609a19efb0f43a79c8de2744,13,264,Налог на прибыль,1,accepted_literal_citation_extraction,eligible_preliminary_filtered_citation_coverage,,true,true,,50,1,true,1.000000000000,true,0.430676558073
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,fns-9b1146e537da8d1fd1baff7e198addfdd94a6eb2584189beefab2894f0176caf,14,265,НДС,0,no_explicit_citation,no_explicit_citation,,false,false,no_explicit_citation,10,,,,,
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,fns-9b1146e537da8d1fd1baff7e198addfdd94a6eb2584189beefab2894f0176caf,14,265,НДС,0,no_explicit_citation,no_explicit_citation,,false,false,no_explicit_citation,20,,,,,
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,fns-9b1146e537da8d1fd1baff7e198addfdd94a6eb2584189beefab2894f0176caf,14,265,НДС,0,no_explicit_citation,no_explicit_citation,,false,false,no_explicit_citation,50,,,,,
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,fns-1bebfd806af54ffbb8978133775cd30fa2c5e58ed56e744fc39665961564eb76,15,267,УСН,1,accepted_literal_citation_extraction,eligible_preliminary_filtered_citation_coverage,,true,true,,10,1,true,1.000000000000,true,0.630929753571
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,fns-1bebfd806af54ffbb8978133775cd30fa2c5e58ed56e744fc39665961564eb76,15,267,УСН,1,accepted_literal_citation_extraction,eligible_preliminary_filtered_citation_coverage,,true,true,,20,1,true,1.000000000000,true,0.630929753571
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,fns-1bebfd806af54ffbb8978133775cd30fa2c5e58ed56e744fc39665961564eb76,15,267,УСН,1,accepted_literal_citation_extraction,eligible_preliminary_filtered_citation_coverage,,true,true,,50,1,true,1.000000000000,true,0.630929753571
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,fns-ea83f01e27ec27b0e5b7bba0febc3e712d8eb4ef5c12b414f7090246f9dc7b77,16,259,Налог на имущество,2,accepted_literal_citation_extraction,eligible_preliminary_filtered_citation_coverage,,true,true,,10,2,true,1.000000000000,true,0.693426403617
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,fns-ea83f01e27ec27b0e5b7bba0febc3e712d8eb4ef5c12b414f7090246f9dc7b77,16,259,Налог на имущество,2,accepted_literal_citation_extraction,eligible_preliminary_filtered_citation_coverage,,true,true,,20,2,true,1.000000000000,true,0.693426403617
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,fns-ea83f01e27ec27b0e5b7bba0febc3e712d8eb4ef5c12b414f7090246f9dc7b77,16,259,Налог на имущество,2,accepted_literal_citation_extraction,eligible_preliminary_filtered_citation_coverage,,true,true,,50,2,true,1.000000000000,true,0.693426403617
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,fns-657ec6db2550fb7ef2ff4ed76da3328e2743f17de04cee3fb3c6770c26ef38ec,17,705,Налоговый контроль,1,accepted_literal_citation_extraction,eligible_preliminary_filtered_citation_coverage,,true,true,,10,1,true,1.000000000000,true,0.630929753571
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,fns-657ec6db2550fb7ef2ff4ed76da3328e2743f17de04cee3fb3c6770c26ef38ec,17,705,Налоговый контроль,1,accepted_literal_citation_extraction,eligible_preliminary_filtered_citation_coverage,,true,true,,20,1,true,1.000000000000,true,0.630929753571
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,fns-657ec6db2550fb7ef2ff4ed76da3328e2743f17de04cee3fb3c6770c26ef38ec,17,705,Налоговый контроль,1,accepted_literal_citation_extraction,eligible_preliminary_filtered_citation_coverage,,true,true,,50,1,true,1.000000000000,true,0.630929753571
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,fns-e0e2181bfa733175c4e3b0e94d9b41d2d2407e4ddd539a1556c07b4bf30c64ec,18,263,НДФЛ,1,accepted_literal_citation_extraction,eligible_preliminary_filtered_citation_coverage,,true,true,,10,1,true,1.000000000000,true,1.000000000000
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,fns-e0e2181bfa733175c4e3b0e94d9b41d2d2407e4ddd539a1556c07b4bf30c64ec,18,263,НДФЛ,1,accepted_literal_citation_extraction,eligible_preliminary_filtered_citation_coverage,,true,true,,20,1,true,1.000000000000,true,1.000000000000
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,fns-e0e2181bfa733175c4e3b0e94d9b41d2d2407e4ddd539a1556c07b4bf30c64ec,18,263,НДФЛ,1,accepted_literal_citation_extraction,eligible_preliminary_filtered_citation_coverage,,true,true,,50,1,true,1.000000000000,true,1.000000000000
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,fns-68b450f9a27a10ff3d937899c06b3b9947058004b97561728f96cd0053288581,19,704,Трансфертное ценообразование,1,accepted_literal_citation_extraction,eligible_preliminary_filtered_citation_coverage,,true,true,,10,1,true,1.000000000000,true,1.000000000000
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,fns-68b450f9a27a10ff3d937899c06b3b9947058004b97561728f96cd0053288581,19,704,Трансфертное ценообразование,1,accepted_literal_citation_extraction,eligible_preliminary_filtered_citation_coverage,,true,true,,20,1,true,1.000000000000,true,1.000000000000
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,fns-68b450f9a27a10ff3d937899c06b3b9947058004b97561728f96cd0053288581,19,704,Трансфертное ценообразование,1,accepted_literal_citation_extraction,eligible_preliminary_filtered_citation_coverage,,true,true,,50,1,true,1.000000000000,true,1.000000000000
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,fns-576207ab111580fd5cfe34bbd69b69ac8d2061693bd344c9a14692d100f260ca,20,911,Налог на профессиональный доход,0,no_explicit_citation,no_explicit_citation,,false,false,no_explicit_citation,10,,,,,
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,fns-576207ab111580fd5cfe34bbd69b69ac8d2061693bd344c9a14692d100f260ca,20,911,Налог на профессиональный доход,0,no_explicit_citation,no_explicit_citation,,false,false,no_explicit_citation,20,,,,,
