source_id,source_implementation,model,revision,pool_manifest_sha256,method,reporting_role,evaluation_slice,evaluation_slice_label,evaluation_slice_query_count,stratum_type,stratum_value,stratum_label,k_chunks,frame_query_count,literal_citation_query_count,metric_eligible_query_count,no_explicit_citation_count,stratum_frame_query_count,stratum_included_query_count,stratum_excluded_query_count,cited_article_hit,citation_recall,all_citations,citation_ndcg
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,literal_citation_all,all literal-citation questions,191,category,705,Налоговый контроль,10,240,191,186,49,12,12,0,1.000000000000,0.958333333333,0.916666666667,0.821533324212
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,preliminary_filtered,literal-citation questions after preliminary technical screening,186,single,single,single citation,10,240,191,186,49,139,135,4,0.807407407407,0.807407407407,0.807407407407,0.638064763452
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,preliminary_filtered,literal-citation questions after preliminary technical screening,186,category,705,Налоговый контроль,10,240,191,186,49,12,12,0,1.000000000000,0.958333333333,0.916666666667,0.821533324212
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,literal_citation_all,all literal-citation questions,191,single,single,single citation,20,240,191,186,49,139,139,0,0.877697841727,0.877697841727,0.877697841727,0.651495438654
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,literal_citation_all,all literal-citation questions,191,category,705,Налоговый контроль,20,240,191,186,49,12,12,0,1.000000000000,0.958333333333,0.916666666667,0.821533324212
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,preliminary_filtered,literal-citation questions after preliminary technical screening,186,single,single,single citation,20,240,191,186,49,139,135,4,0.888888888889,0.888888888889,0.888888888889,0.658718046069
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,preliminary_filtered,literal-citation questions after preliminary technical screening,186,category,705,Налоговый контроль,20,240,191,186,49,12,12,0,1.000000000000,0.958333333333,0.916666666667,0.821533324212
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,literal_citation_all,all literal-citation questions,191,single,single,single citation,50,240,191,186,49,139,139,0,0.942446043165,0.942446043165,0.942446043165,0.664853192997
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,literal_citation_all,all literal-citation questions,191,category,705,Налоговый контроль,50,240,191,186,49,12,12,0,1.000000000000,0.958333333333,0.916666666667,0.821533324212
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,preliminary_filtered,literal-citation questions after preliminary technical screening,186,single,single,single citation,50,240,191,186,49,139,135,4,0.940740740741,0.940740740741,0.940740740741,0.669388943131
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,preliminary_filtered,literal-citation questions after preliminary technical screening,186,category,705,Налоговый контроль,50,240,191,186,49,12,12,0,1.000000000000,0.958333333333,0.916666666667,0.821533324212
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,literal_citation_all,all literal-citation questions,191,category,263,НДФЛ,10,240,191,186,49,15,15,0,0.933333333333,0.855555555556,0.800000000000,0.810847008643
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,preliminary_filtered,literal-citation questions after preliminary technical screening,186,category,263,НДФЛ,10,240,191,186,49,15,15,0,0.933333333333,0.855555555556,0.800000000000,0.810847008643
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,literal_citation_all,all literal-citation questions,191,category,263,НДФЛ,20,240,191,186,49,15,15,0,0.933333333333,0.877777777778,0.800000000000,0.819301476431
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,preliminary_filtered,literal-citation questions after preliminary technical screening,186,category,263,НДФЛ,20,240,191,186,49,15,15,0,0.933333333333,0.877777777778,0.800000000000,0.819301476431
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,literal_citation_all,all literal-citation questions,191,category,263,НДФЛ,50,240,191,186,49,15,15,0,1.000000000000,0.911111111111,0.800000000000,0.829293565778
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,preliminary_filtered,literal-citation questions after preliminary technical screening,186,category,263,НДФЛ,50,240,191,186,49,15,15,0,1.000000000000,0.911111111111,0.800000000000,0.829293565778
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,literal_citation_all,all literal-citation questions,191,category,704,Трансфертное ценообразование,10,240,191,186,49,17,17,0,0.941176470588,0.941176470588,0.941176470588,0.839059405377
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,preliminary_filtered,literal-citation questions after preliminary technical screening,186,category,704,Трансфертное ценообразование,10,240,191,186,49,17,17,0,0.941176470588,0.941176470588,0.941176470588,0.839059405377
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,literal_citation_all,all literal-citation questions,191,category,704,Трансфертное ценообразование,20,240,191,186,49,17,17,0,0.941176470588,0.941176470588,0.941176470588,0.839059405377
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,preliminary_filtered,literal-citation questions after preliminary technical screening,186,category,704,Трансфертное ценообразование,20,240,191,186,49,17,17,0,0.941176470588,0.941176470588,0.941176470588,0.839059405377
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,literal_citation_all,all literal-citation questions,191,category,704,Трансфертное ценообразование,50,240,191,186,49,17,17,0,1.000000000000,1.000000000000,1.000000000000,0.851889069611
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,preliminary_filtered,literal-citation questions after preliminary technical screening,186,category,704,Трансфертное ценообразование,50,240,191,186,49,17,17,0,1.000000000000,1.000000000000,1.000000000000,0.851889069611
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,literal_citation_all,all literal-citation questions,191,category,246,Урегулирование задолженности,10,240,191,186,49,9,9,0,0.777777777778,0.666666666667,0.555555555556,0.502096766216
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,preliminary_filtered,literal-citation questions after preliminary technical screening,186,category,246,Урегулирование задолженности,10,240,191,186,49,9,9,0,0.777777777778,0.666666666667,0.555555555556,0.502096766216
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,literal_citation_all,all literal-citation questions,191,category,246,Урегулирование задолженности,20,240,191,186,49,9,9,0,0.888888888889,0.833333333333,0.777777777778,0.547886439138
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,preliminary_filtered,literal-citation questions after preliminary technical screening,186,category,246,Урегулирование задолженности,20,240,191,186,49,9,9,0,0.888888888889,0.833333333333,0.777777777778,0.547886439138
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,literal_citation_all,all literal-citation questions,191,category,246,Урегулирование задолженности,50,240,191,186,49,9,9,0,0.888888888889,0.888888888889,0.888888888889,0.562214320887
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,preliminary_filtered,literal-citation questions after preliminary technical screening,186,category,246,Урегулирование задолженности,50,240,191,186,49,9,9,0,0.888888888889,0.888888888889,0.888888888889,0.562214320887
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,literal_citation_all,all literal-citation questions,191,category,1028,Единый налоговый счет,10,240,191,186,49,14,14,0,0.714285714286,0.559523809524,0.428571428571,0.365295743067
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,preliminary_filtered,literal-citation questions after preliminary technical screening,186,category,1028,Единый налоговый счет,10,240,191,186,49,14,13,1,0.692307692308,0.564102564103,0.461538461538,0.379761624319
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,literal_citation_all,all literal-citation questions,191,category,1028,Единый налоговый счет,20,240,191,186,49,14,14,0,0.857142857143,0.726190476190,0.571428571429,0.413942831905
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,preliminary_filtered,literal-citation questions after preliminary technical screening,186,category,1028,Единый налоговый счет,20,240,191,186,49,14,13,1,0.846153846154,0.743589743590,0.615384615385,0.432150796914
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,literal_citation_all,all literal-citation questions,191,category,1028,Единый налоговый счет,50,240,191,186,49,14,14,0,1.000000000000,0.904761904762,0.785714285714,0.451268269281
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,preliminary_filtered,literal-citation questions after preliminary technical screening,186,category,1028,Единый налоговый счет,50,240,191,186,49,14,13,1,1.000000000000,0.897435897436,0.769230769231,0.463076559242
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,literal_citation_all,all literal-citation questions,191,category,746,Патентная система,10,240,191,186,49,16,16,0,0.812500000000,0.611458333333,0.500000000000,0.493247367751
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,preliminary_filtered,literal-citation questions after preliminary technical screening,186,category,746,Патентная система,10,240,191,186,49,16,16,0,0.812500000000,0.611458333333,0.500000000000,0.493247367751
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,literal_citation_all,all literal-citation questions,191,category,746,Патентная система,20,240,191,186,49,16,16,0,0.875000000000,0.720833333333,0.625000000000,0.523302239839
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,preliminary_filtered,literal-citation questions after preliminary technical screening,186,category,746,Патентная система,20,240,191,186,49,16,16,0,0.875000000000,0.720833333333,0.625000000000,0.523302239839
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,literal_citation_all,all literal-citation questions,191,category,746,Патентная система,50,240,191,186,49,16,16,0,1.000000000000,0.918750000000,0.875000000000,0.571808542652
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,preliminary_filtered,literal-citation questions after preliminary technical screening,186,category,746,Патентная система,50,240,191,186,49,16,16,0,1.000000000000,0.918750000000,0.875000000000,0.571808542652
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,literal_citation_all,all literal-citation questions,191,category,882,Страховые взносы,10,240,191,186,49,14,14,0,1.000000000000,0.928571428571,0.857142857143,0.780581403486
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,preliminary_filtered,literal-citation questions after preliminary technical screening,186,category,882,Страховые взносы,10,240,191,186,49,14,13,1,1.000000000000,0.923076923077,0.846153846154,0.763703049908
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,literal_citation_all,all literal-citation questions,191,category,882,Страховые взносы,20,240,191,186,49,14,14,0,1.000000000000,0.928571428571,0.857142857143,0.780581403486
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,preliminary_filtered,literal-citation questions after preliminary technical screening,186,category,882,Страховые взносы,20,240,191,186,49,14,13,1,1.000000000000,0.923076923077,0.846153846154,0.763703049908
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,literal_citation_all,all literal-citation questions,191,category,882,Страховые взносы,50,240,191,186,49,14,14,0,1.000000000000,0.964285714286,0.928571428571,0.790133548797
