qid,status,reason_code,query_group,category_id,slice,cutoff,cutoff_role,target_count,candidate_hit,candidate_recall,all_targets,before_rank_at_10,before_hit_at_10,before_rr_at_10,before_ndcg_at_10,after_rank_at_10,after_hit_at_10,after_rr_at_10,after_ndcg_at_10,delta_ndcg_at_10,comparison
fns-0687700100cbc7a159006d1b6e81d4a0ac1e97f11a0c1ce8f6c20560fec9beb7,eligible_cited_clause,all_cited_clauses_mapped_uniquely,fns-0687700100cbc7a159006d1b6e81d4a0ac1e97f11a0c1ce8f6c20560fec9beb7,259,primary_cited_clause,20,sensitivity,2,true,1.000000000,true,1,true,1.000000000,0.613147193,1,true,1.000000000,0.613147193,0.000000000,tie
fns-0687700100cbc7a159006d1b6e81d4a0ac1e97f11a0c1ce8f6c20560fec9beb7,eligible_cited_clause,all_cited_clauses_mapped_uniquely,fns-0687700100cbc7a159006d1b6e81d4a0ac1e97f11a0c1ce8f6c20560fec9beb7,259,primary_cited_clause,30,sensitivity,2,true,1.000000000,true,1,true,1.000000000,0.613147193,1,true,1.000000000,0.613147193,0.000000000,tie
fns-0687700100cbc7a159006d1b6e81d4a0ac1e97f11a0c1ce8f6c20560fec9beb7,eligible_cited_clause,all_cited_clauses_mapped_uniquely,fns-0687700100cbc7a159006d1b6e81d4a0ac1e97f11a0c1ce8f6c20560fec9beb7,259,primary_cited_clause,50,primary,2,true,1.000000000,true,1,true,1.000000000,0.613147193,1,true,1.000000000,0.613147193,0.000000000,tie
fns-0a7e06a86281138ace87df972e1466de933c32f4301548a65cb2a970d581d1c6,eligible_cited_clause,all_cited_clauses_mapped_uniquely,fns-0a7e06a86281138ace87df972e1466de933c32f4301548a65cb2a970d581d1c6,268,primary_cited_clause,10,sensitivity,1,true,1.000000000,true,1,true,1.000000000,1.000000000,1,true,1.000000000,1.000000000,0.000000000,tie
fns-0a7e06a86281138ace87df972e1466de933c32f4301548a65cb2a970d581d1c6,eligible_cited_clause,all_cited_clauses_mapped_uniquely,fns-0a7e06a86281138ace87df972e1466de933c32f4301548a65cb2a970d581d1c6,268,primary_cited_clause,20,sensitivity,1,true,1.000000000,true,1,true,1.000000000,1.000000000,1,true,1.000000000,1.000000000,0.000000000,tie
fns-0a7e06a86281138ace87df972e1466de933c32f4301548a65cb2a970d581d1c6,eligible_cited_clause,all_cited_clauses_mapped_uniquely,fns-0a7e06a86281138ace87df972e1466de933c32f4301548a65cb2a970d581d1c6,268,primary_cited_clause,30,sensitivity,1,true,1.000000000,true,1,true,1.000000000,1.000000000,1,true,1.000000000,1.000000000,0.000000000,tie
fns-0a7e06a86281138ace87df972e1466de933c32f4301548a65cb2a970d581d1c6,eligible_cited_clause,all_cited_clauses_mapped_uniquely,fns-0a7e06a86281138ace87df972e1466de933c32f4301548a65cb2a970d581d1c6,268,primary_cited_clause,50,primary,1,true,1.000000000,true,1,true,1.000000000,1.000000000,1,true,1.000000000,1.000000000,0.000000000,tie
fns-0aba2b496cef567cef6f3fe64faafbed73992df9a518b7cb4eedacb5ffae2cfe,excluded,no_explicit_nk_citation,fns-0aba2b496cef567cef6f3fe64faafbed73992df9a518b7cb4eedacb5ffae2cfe,882,none,10,sensitivity,,,,,,,,,,,,,,
fns-0aba2b496cef567cef6f3fe64faafbed73992df9a518b7cb4eedacb5ffae2cfe,excluded,no_explicit_nk_citation,fns-0aba2b496cef567cef6f3fe64faafbed73992df9a518b7cb4eedacb5ffae2cfe,882,none,20,sensitivity,,,,,,,,,,,,,,
fns-0aba2b496cef567cef6f3fe64faafbed73992df9a518b7cb4eedacb5ffae2cfe,excluded,no_explicit_nk_citation,fns-0aba2b496cef567cef6f3fe64faafbed73992df9a518b7cb4eedacb5ffae2cfe,882,none,30,sensitivity,,,,,,,,,,,,,,
fns-0aba2b496cef567cef6f3fe64faafbed73992df9a518b7cb4eedacb5ffae2cfe,excluded,no_explicit_nk_citation,fns-0aba2b496cef567cef6f3fe64faafbed73992df9a518b7cb4eedacb5ffae2cfe,882,none,50,primary,,,,,,,,,,,,,,
fns-0ad0fd18008bc03680458ef7804f4821c37390255a4fede7cdf1926c5fe5c7c2,excluded,article_only_multichunk,fns-0ad0fd18008bc03680458ef7804f4821c37390255a4fede7cdf1926c5fe5c7c2,246,none,10,sensitivity,,,,,,,,,,,,,,
fns-0ad0fd18008bc03680458ef7804f4821c37390255a4fede7cdf1926c5fe5c7c2,excluded,article_only_multichunk,fns-0ad0fd18008bc03680458ef7804f4821c37390255a4fede7cdf1926c5fe5c7c2,246,none,20,sensitivity,,,,,,,,,,,,,,
fns-0ad0fd18008bc03680458ef7804f4821c37390255a4fede7cdf1926c5fe5c7c2,excluded,article_only_multichunk,fns-0ad0fd18008bc03680458ef7804f4821c37390255a4fede7cdf1926c5fe5c7c2,246,none,30,sensitivity,,,,,,,,,,,,,,
fns-0ad0fd18008bc03680458ef7804f4821c37390255a4fede7cdf1926c5fe5c7c2,excluded,article_only_multichunk,fns-0ad0fd18008bc03680458ef7804f4821c37390255a4fede7cdf1926c5fe5c7c2,246,none,50,primary,,,,,,,,,,,,,,
fns-0b65efd50ff97c90564d6c9c2515c2f1741ef595d65f0a59971e8bd13d9032e6,excluded,no_explicit_nk_citation,fns-0b65efd50ff97c90564d6c9c2515c2f1741ef595d65f0a59971e8bd13d9032e6,265,none,10,sensitivity,,,,,,,,,,,,,,
fns-0b65efd50ff97c90564d6c9c2515c2f1741ef595d65f0a59971e8bd13d9032e6,excluded,no_explicit_nk_citation,fns-0b65efd50ff97c90564d6c9c2515c2f1741ef595d65f0a59971e8bd13d9032e6,265,none,20,sensitivity,,,,,,,,,,,,,,
fns-0b65efd50ff97c90564d6c9c2515c2f1741ef595d65f0a59971e8bd13d9032e6,excluded,no_explicit_nk_citation,fns-0b65efd50ff97c90564d6c9c2515c2f1741ef595d65f0a59971e8bd13d9032e6,265,none,30,sensitivity,,,,,,,,,,,,,,
fns-0b65efd50ff97c90564d6c9c2515c2f1741ef595d65f0a59971e8bd13d9032e6,excluded,no_explicit_nk_citation,fns-0b65efd50ff97c90564d6c9c2515c2f1741ef595d65f0a59971e8bd13d9032e6,265,none,50,primary,,,,,,,,,,,,,,
fns-0bddab46df16ff25cbf1416c21730a9b795cadda1e72c4a22e9174a5f010f008,excluded,clause_cross_chunk,fns-0bddab46df16ff25cbf1416c21730a9b795cadda1e72c4a22e9174a5f010f008,259,none,10,sensitivity,,,,,,,,,,,,,,
fns-0bddab46df16ff25cbf1416c21730a9b795cadda1e72c4a22e9174a5f010f008,excluded,clause_cross_chunk,fns-0bddab46df16ff25cbf1416c21730a9b795cadda1e72c4a22e9174a5f010f008,259,none,20,sensitivity,,,,,,,,,,,,,,
fns-0bddab46df16ff25cbf1416c21730a9b795cadda1e72c4a22e9174a5f010f008,excluded,clause_cross_chunk,fns-0bddab46df16ff25cbf1416c21730a9b795cadda1e72c4a22e9174a5f010f008,259,none,30,sensitivity,,,,,,,,,,,,,,
fns-0bddab46df16ff25cbf1416c21730a9b795cadda1e72c4a22e9174a5f010f008,excluded,clause_cross_chunk,fns-0bddab46df16ff25cbf1416c21730a9b795cadda1e72c4a22e9174a5f010f008,259,none,50,primary,,,,,,,,,,,,,,
fns-0d1c9dfdb14548a6075bf10a0efecf5eae100078e19c70a5d381753cc7c90993,excluded,article_only_multichunk,fns-0d1c9dfdb14548a6075bf10a0efecf5eae100078e19c70a5d381753cc7c90993,746,none,10,sensitivity,,,,,,,,,,,,,,
fns-0d1c9dfdb14548a6075bf10a0efecf5eae100078e19c70a5d381753cc7c90993,excluded,article_only_multichunk,fns-0d1c9dfdb14548a6075bf10a0efecf5eae100078e19c70a5d381753cc7c90993,746,none,20,sensitivity,,,,,,,,,,,,,,
fns-0d1c9dfdb14548a6075bf10a0efecf5eae100078e19c70a5d381753cc7c90993,excluded,article_only_multichunk,fns-0d1c9dfdb14548a6075bf10a0efecf5eae100078e19c70a5d381753cc7c90993,746,none,30,sensitivity,,,,,,,,,,,,,,
fns-0d1c9dfdb14548a6075bf10a0efecf5eae100078e19c70a5d381753cc7c90993,excluded,article_only_multichunk,fns-0d1c9dfdb14548a6075bf10a0efecf5eae100078e19c70a5d381753cc7c90993,746,none,50,primary,,,,,,,,,,,,,,
fns-0de393136ab81f62f61efa2dd763288bf9a4d57a6324bf93ee5b37712933f8b4,excluded,clause_cross_chunk,fns-0de393136ab81f62f61efa2dd763288bf9a4d57a6324bf93ee5b37712933f8b4,704,none,10,sensitivity,,,,,,,,,,,,,,
fns-0de393136ab81f62f61efa2dd763288bf9a4d57a6324bf93ee5b37712933f8b4,excluded,clause_cross_chunk,fns-0de393136ab81f62f61efa2dd763288bf9a4d57a6324bf93ee5b37712933f8b4,704,none,20,sensitivity,,,,,,,,,,,,,,
fns-0de393136ab81f62f61efa2dd763288bf9a4d57a6324bf93ee5b37712933f8b4,excluded,clause_cross_chunk,fns-0de393136ab81f62f61efa2dd763288bf9a4d57a6324bf93ee5b37712933f8b4,704,none,30,sensitivity,,,,,,,,,,,,,,
fns-0de393136ab81f62f61efa2dd763288bf9a4d57a6324bf93ee5b37712933f8b4,excluded,clause_cross_chunk,fns-0de393136ab81f62f61efa2dd763288bf9a4d57a6324bf93ee5b37712933f8b4,704,none,50,primary,,,,,,,,,,,,,,
fns-0ee1b5c885b33daaa8c1854214716e7d16fac43dbc1fdadf373d12433cd0fe57,excluded,no_explicit_nk_citation,fns-0ee1b5c885b33daaa8c1854214716e7d16fac43dbc1fdadf373d12433cd0fe57,268,none,10,sensitivity,,,,,,,,,,,,,,
fns-0ee1b5c885b33daaa8c1854214716e7d16fac43dbc1fdadf373d12433cd0fe57,excluded,no_explicit_nk_citation,fns-0ee1b5c885b33daaa8c1854214716e7d16fac43dbc1fdadf373d12433cd0fe57,268,none,20,sensitivity,,,,,,,,,,,,,,
fns-0ee1b5c885b33daaa8c1854214716e7d16fac43dbc1fdadf373d12433cd0fe57,excluded,no_explicit_nk_citation,fns-0ee1b5c885b33daaa8c1854214716e7d16fac43dbc1fdadf373d12433cd0fe57,268,none,30,sensitivity,,,,,,,,,,,,,,
fns-0ee1b5c885b33daaa8c1854214716e7d16fac43dbc1fdadf373d12433cd0fe57,excluded,no_explicit_nk_citation,fns-0ee1b5c885b33daaa8c1854214716e7d16fac43dbc1fdadf373d12433cd0fe57,268,none,50,primary,,,,,,,,,,,,,,
fns-103b99fe169cfb20eab89d42c5caa5298d363bb9de2f074af25a705b378ac1a4,excluded,empty_cited_source,fns-103b99fe169cfb20eab89d42c5caa5298d363bb9de2f074af25a705b378ac1a4,265,none,10,sensitivity,,,,,,,,,,,,,,
fns-103b99fe169cfb20eab89d42c5caa5298d363bb9de2f074af25a705b378ac1a4,excluded,empty_cited_source,fns-103b99fe169cfb20eab89d42c5caa5298d363bb9de2f074af25a705b378ac1a4,265,none,20,sensitivity,,,,,,,,,,,,,,
fns-103b99fe169cfb20eab89d42c5caa5298d363bb9de2f074af25a705b378ac1a4,excluded,empty_cited_source,fns-103b99fe169cfb20eab89d42c5caa5298d363bb9de2f074af25a705b378ac1a4,265,none,30,sensitivity,,,,,,,,,,,,,,
fns-103b99fe169cfb20eab89d42c5caa5298d363bb9de2f074af25a705b378ac1a4,excluded,empty_cited_source,fns-103b99fe169cfb20eab89d42c5caa5298d363bb9de2f074af25a705b378ac1a4,265,none,50,primary,,,,,,,,,,,,,,
fns-10ec3c3e8794b65ce3211525f3d2780f0afc225d9d972802d9407a52591067cb,excluded,clause_cross_chunk,fns-10ec3c3e8794b65ce3211525f3d2780f0afc225d9d972802d9407a52591067cb,267,none,10,sensitivity,,,,,,,,,,,,,,
fns-10ec3c3e8794b65ce3211525f3d2780f0afc225d9d972802d9407a52591067cb,excluded,clause_cross_chunk,fns-10ec3c3e8794b65ce3211525f3d2780f0afc225d9d972802d9407a52591067cb,267,none,20,sensitivity,,,,,,,,,,,,,,
fns-10ec3c3e8794b65ce3211525f3d2780f0afc225d9d972802d9407a52591067cb,excluded,clause_cross_chunk,fns-10ec3c3e8794b65ce3211525f3d2780f0afc225d9d972802d9407a52591067cb,267,none,30,sensitivity,,,,,,,,,,,,,,
fns-10ec3c3e8794b65ce3211525f3d2780f0afc225d9d972802d9407a52591067cb,excluded,clause_cross_chunk,fns-10ec3c3e8794b65ce3211525f3d2780f0afc225d9d972802d9407a52591067cb,267,none,50,primary,,,,,,,,,,,,,,
fns-12291d3aec3ffcd57ba690a73bfe72be5943ce851f8d11425219ac7d7c764c73,excluded,clause_cross_chunk,fns-12291d3aec3ffcd57ba690a73bfe72be5943ce851f8d11425219ac7d7c764c73,264,none,10,sensitivity,,,,,,,,,,,,,,
fns-12291d3aec3ffcd57ba690a73bfe72be5943ce851f8d11425219ac7d7c764c73,excluded,clause_cross_chunk,fns-12291d3aec3ffcd57ba690a73bfe72be5943ce851f8d11425219ac7d7c764c73,264,none,20,sensitivity,,,,,,,,,,,,,,
fns-12291d3aec3ffcd57ba690a73bfe72be5943ce851f8d11425219ac7d7c764c73,excluded,clause_cross_chunk,fns-12291d3aec3ffcd57ba690a73bfe72be5943ce851f8d11425219ac7d7c764c73,264,none,30,sensitivity,,,,,,,,,,,,,,
fns-12291d3aec3ffcd57ba690a73bfe72be5943ce851f8d11425219ac7d7c764c73,excluded,clause_cross_chunk,fns-12291d3aec3ffcd57ba690a73bfe72be5943ce851f8d11425219ac7d7c764c73,264,none,50,primary,,,,,,,,,,,,,,
fns-13701c9aba4718cd90373412a459cf28663abe7d35625e5c8a9edec08ac66fe5,excluded,clause_cross_chunk,fns-13701c9aba4718cd90373412a459cf28663abe7d35625e5c8a9edec08ac66fe5,882,none,10,sensitivity,,,,,,,,,,,,,,
fns-13701c9aba4718cd90373412a459cf28663abe7d35625e5c8a9edec08ac66fe5,excluded,clause_cross_chunk,fns-13701c9aba4718cd90373412a459cf28663abe7d35625e5c8a9edec08ac66fe5,882,none,20,sensitivity,,,,,,,,,,,,,,
fns-13701c9aba4718cd90373412a459cf28663abe7d35625e5c8a9edec08ac66fe5,excluded,clause_cross_chunk,fns-13701c9aba4718cd90373412a459cf28663abe7d35625e5c8a9edec08ac66fe5,882,none,30,sensitivity,,,,,,,,,,,,,,
fns-13701c9aba4718cd90373412a459cf28663abe7d35625e5c8a9edec08ac66fe5,excluded,clause_cross_chunk,fns-13701c9aba4718cd90373412a459cf28663abe7d35625e5c8a9edec08ac66fe5,882,none,50,primary,,,,,,,,,,,,,,
fns-160d1add7d4c59fd21edecb88ffa9b4d14cc7b52f6ea1b428b32f43bc3bb10e4,excluded,no_explicit_nk_citation,fns-160d1add7d4c59fd21edecb88ffa9b4d14cc7b52f6ea1b428b32f43bc3bb10e4,911,none,10,sensitivity,,,,,,,,,,,,,,
fns-160d1add7d4c59fd21edecb88ffa9b4d14cc7b52f6ea1b428b32f43bc3bb10e4,excluded,no_explicit_nk_citation,fns-160d1add7d4c59fd21edecb88ffa9b4d14cc7b52f6ea1b428b32f43bc3bb10e4,911,none,20,sensitivity,,,,,,,,,,,,,,
fns-160d1add7d4c59fd21edecb88ffa9b4d14cc7b52f6ea1b428b32f43bc3bb10e4,excluded,no_explicit_nk_citation,fns-160d1add7d4c59fd21edecb88ffa9b4d14cc7b52f6ea1b428b32f43bc3bb10e4,911,none,30,sensitivity,,,,,,,,,,,,,,
fns-160d1add7d4c59fd21edecb88ffa9b4d14cc7b52f6ea1b428b32f43bc3bb10e4,excluded,no_explicit_nk_citation,fns-160d1add7d4c59fd21edecb88ffa9b4d14cc7b52f6ea1b428b32f43bc3bb10e4,911,none,50,primary,,,,,,,,,,,,,,
fns-161ec53e7179a89aa80878de76ba268c34f32072132dad6fc904fc465f87be23,eligible_mixed_literal,all_literal_references_mapped,fns-161ec53e7179a89aa80878de76ba268c34f32072132dad6fc904fc465f87be23,267,mixed_clause_and_article,10,sensitivity,2,true,0.500000000,false,1,true,1.000000000,0.613147193,4,true,0.250000000,0.264068123,-0.349079070,loss
fns-161ec53e7179a89aa80878de76ba268c34f32072132dad6fc904fc465f87be23,eligible_mixed_literal,all_literal_references_mapped,fns-161ec53e7179a89aa80878de76ba268c34f32072132dad6fc904fc465f87be23,267,mixed_clause_and_article,20,sensitivity,2,true,0.500000000,false,1,true,1.000000000,0.613147193,6,true,0.166666667,0.218407437,-0.394739756,loss
fns-161ec53e7179a89aa80878de76ba268c34f32072132dad6fc904fc465f87be23,eligible_mixed_literal,all_literal_references_mapped,fns-161ec53e7179a89aa80878de76ba268c34f32072132dad6fc904fc465f87be23,267,mixed_clause_and_article,30,sensitivity,2,true,0.500000000,false,1,true,1.000000000,0.613147193,6,true,0.166666667,0.218407437,-0.394739756,loss
fns-161ec53e7179a89aa80878de76ba268c34f32072132dad6fc904fc465f87be23,eligible_mixed_literal,all_literal_references_mapped,fns-161ec53e7179a89aa80878de76ba268c34f32072132dad6fc904fc465f87be23,267,mixed_clause_and_article,50,primary,2,true,0.500000000,false,1,true,1.000000000,0.613147193,6,true,0.166666667,0.218407437,-0.394739756,loss
fns-16f8a304cd6da6941b8e51a559a273c9e46e11e6d33db7642b0c699342429a9a,excluded,clause_cross_chunk,fns-16f8a304cd6da6941b8e51a559a273c9e46e11e6d33db7642b0c699342429a9a,264,none,10,sensitivity,,,,,,,,,,,,,,
fns-16f8a304cd6da6941b8e51a559a273c9e46e11e6d33db7642b0c699342429a9a,excluded,clause_cross_chunk,fns-16f8a304cd6da6941b8e51a559a273c9e46e11e6d33db7642b0c699342429a9a,264,none,20,sensitivity,,,,,,,,,,,,,,
fns-16f8a304cd6da6941b8e51a559a273c9e46e11e6d33db7642b0c699342429a9a,excluded,clause_cross_chunk,fns-16f8a304cd6da6941b8e51a559a273c9e46e11e6d33db7642b0c699342429a9a,264,none,30,sensitivity,,,,,,,,,,,,,,
fns-16f8a304cd6da6941b8e51a559a273c9e46e11e6d33db7642b0c699342429a9a,excluded,clause_cross_chunk,fns-16f8a304cd6da6941b8e51a559a273c9e46e11e6d33db7642b0c699342429a9a,264,none,50,primary,,,,,,,,,,,,,,
fns-17ea97249cf05fb6d4d399988d2a7806091a97d3295566cab9d590ec9ce9a28a,excluded,unsupported_locator,fns-17ea97249cf05fb6d4d399988d2a7806091a97d3295566cab9d590ec9ce9a28a,264,none,10,sensitivity,,,,,,,,,,,,,,
fns-17ea97249cf05fb6d4d399988d2a7806091a97d3295566cab9d590ec9ce9a28a,excluded,unsupported_locator,fns-17ea97249cf05fb6d4d399988d2a7806091a97d3295566cab9d590ec9ce9a28a,264,none,20,sensitivity,,,,,,,,,,,,,,
fns-17ea97249cf05fb6d4d399988d2a7806091a97d3295566cab9d590ec9ce9a28a,excluded,unsupported_locator,fns-17ea97249cf05fb6d4d399988d2a7806091a97d3295566cab9d590ec9ce9a28a,264,none,30,sensitivity,,,,,,,,,,,,,,
fns-17ea97249cf05fb6d4d399988d2a7806091a97d3295566cab9d590ec9ce9a28a,excluded,unsupported_locator,fns-17ea97249cf05fb6d4d399988d2a7806091a97d3295566cab9d590ec9ce9a28a,264,none,50,primary,,,,,,,,,,,,,,
fns-18fb35af646a9be65773200cb7a101e10080075cfbd998a52b2c81b6284d4c99,excluded,article_only_multichunk,fns-18fb35af646a9be65773200cb7a101e10080075cfbd998a52b2c81b6284d4c99,746,none,10,sensitivity,,,,,,,,,,,,,,
fns-18fb35af646a9be65773200cb7a101e10080075cfbd998a52b2c81b6284d4c99,excluded,article_only_multichunk,fns-18fb35af646a9be65773200cb7a101e10080075cfbd998a52b2c81b6284d4c99,746,none,20,sensitivity,,,,,,,,,,,,,,
fns-18fb35af646a9be65773200cb7a101e10080075cfbd998a52b2c81b6284d4c99,excluded,article_only_multichunk,fns-18fb35af646a9be65773200cb7a101e10080075cfbd998a52b2c81b6284d4c99,746,none,30,sensitivity,,,,,,,,,,,,,,
fns-18fb35af646a9be65773200cb7a101e10080075cfbd998a52b2c81b6284d4c99,excluded,article_only_multichunk,fns-18fb35af646a9be65773200cb7a101e10080075cfbd998a52b2c81b6284d4c99,746,none,50,primary,,,,,,,,,,,,,,
fns-1940e694c617996c10b8ae0eb2d88a842199dfc4f45d691b41a61c10c48dbb93,eligible_article_only_single_chunk,all_cited_articles_single_chunk,fns-1940e694c617996c10b8ae0eb2d88a842199dfc4f45d691b41a61c10c48dbb93,267,article_only_single_chunk,10,sensitivity,1,true,1.000000000,true,5,true,0.200000000,0.386852807,2,true,0.500000000,0.630929754,0.244076946,win
fns-1940e694c617996c10b8ae0eb2d88a842199dfc4f45d691b41a61c10c48dbb93,eligible_article_only_single_chunk,all_cited_articles_single_chunk,fns-1940e694c617996c10b8ae0eb2d88a842199dfc4f45d691b41a61c10c48dbb93,267,article_only_single_chunk,20,sensitivity,1,true,1.000000000,true,5,true,0.200000000,0.386852807,2,true,0.500000000,0.630929754,0.244076946,win
fns-1940e694c617996c10b8ae0eb2d88a842199dfc4f45d691b41a61c10c48dbb93,eligible_article_only_single_chunk,all_cited_articles_single_chunk,fns-1940e694c617996c10b8ae0eb2d88a842199dfc4f45d691b41a61c10c48dbb93,267,article_only_single_chunk,30,sensitivity,1,true,1.000000000,true,5,true,0.200000000,0.386852807,2,true,0.500000000,0.630929754,0.244076946,win
